bq-results-20260416-225210-1776379941014
user_pseudo_id,conversion,page_views,scrolls,form_starts,device_category,medium,engagement_level
1542376946.1774000000,0,1,0,0,mobile,organic,Low
1758235620.1774000000,0,1,0,0,desktop,(none),Low
60890172.1773971000,0,1,0,0,desktop,cpc,Low
1980592448.1774000000,0,1,0,0,desktop,(none),Low
818340856.1773980000,0,3,1,0,mobile,organic,Low
252603221.1774000000,0,1,0,0,desktop,(none),Low
374127135.1774010000,0,4,0,0,desktop,(none),Medium
1954330789.1774000000,0,5,0,0,desktop,referral,Medium
1810618607.1774000000,0,1,1,0,desktop,organic,Low
750597250.1774020000,0,1,1,0,desktop,(none),Low
1831627067.1774000000,0,1,0,0,desktop,(none),Low
1902013565.1774000000,0,1,0,0,mobile,(none),Low
1151157507.1774000000,0,6,1,0,desktop,(none),Medium
862187428.1774030000,0,1,0,0,mobile,(none),Low
1709495081.1774000000,0,20,3,0,desktop,organic,High
1118617030.1774000000,0,1,1,0,desktop,(none),Low
1915628568.1774000000,0,1,0,0,mobile,organic,Low
1769152522.1771400000,0,7,0,0,desktop,(none),Medium
245611213.1774030000,0,1,0,0,desktop,(none),Low
1635361360.1774000000,0,1,1,0,mobile,referral,Low
751760777.1774040000,0,5,0,0,desktop,organic,Medium
930939863.1774040000,0,4,0,0,mobile,(none),Medium
1407312031.1774000000,0,1,0,0,desktop,(none),Low
1074698288.1774000000,0,1,0,0,desktop,(none),Low
1783694405.1774000000,0,1,0,0,desktop,(none),Low
1497053495.1774000000,0,1,0,0,desktop,(none),Low
1896666397.1774000000,0,1,0,0,desktop,(none),Low
374817334.1774050000,0,1,0,0,desktop,(none),Low
576074749.1774050000,0,1,0,0,desktop,(none),Low
70054255.1774062000,0,1,0,0,desktop,organic,Low
1712517723.1774100000,0,1,0,0,desktop,,Low
1041752581.1774100000,0,1,0,0,desktop,(none),Low
341085255.1774070000,0,9,0,0,desktop,organic,Medium
1224826483.1774100000,0,1,1,0,desktop,(none),Low
857844826.1774080000,0,1,0,0,mobile,organic,Low
1253990085.1774100000,0,1,0,0,mobile,organic,Low
68517706.1774116000,0,1,0,0,desktop,(none),Low
1195269470.1774100000,0,1,0,0,desktop,(none),Low
5711778.1774119500,0,1,0,0,desktop,(none),Low
885319598.1774120000,0,2,0,0,desktop,(none),Low
435554651.1774130000,0,1,0,0,desktop,(none),Low
1725770761.1774100000,0,1,0,0,desktop,(none),Low
430378945.1774130000,0,1,0,0,desktop,(none),Low
1727678018.1774100000,0,3,0,0,mobile,organic,Low
1047938558.1774100000,0,2,0,0,desktop,(none),Low
2126517901.1774100000,0,2,0,0,desktop,(none),Low
1605468324.1774100000,0,1,0,0,desktop,(none),Low
1254442625.1774100000,0,1,0,0,desktop,(none),Low
642084432.1774140000,0,1,0,0,desktop,(none),Low
1171232282.1774100000,0,1,0,0,desktop,(none),Low
1667240733.1774200000,0,1,0,0,desktop,(none),Low
211451109.1774160000,0,1,0,0,desktop,organic,Low
1507684184.1774200000,0,1,0,0,desktop,(none),Low
1180177898.1774200000,0,1,0,0,desktop,(none),Low
559021784.1774170000,0,1,0,0,desktop,(none),Low
1890226809.1774200000,0,1,0,0,desktop,(none),Low
658211664.1774180000,0,1,0,0,desktop,(none),Low
1852543610.1774200000,0,1,0,0,desktop,(none),Low
1476234275.1774200000,0,1,0,0,desktop,(none),Low
1606638231.1774200000,0,1,0,0,desktop,(none),Low
2053101666.1774200000,0,1,0,0,desktop,(none),Low
1858578783.1774200000,0,1,0,0,desktop,(none),Low
587486354.1774200000,0,1,0,0,desktop,(none),Low
545214512.1774210000,0,1,0,0,desktop,(none),Low
45589016.1774207000,0,11,1,0,desktop,(none),High
582771556.1774220000,0,1,0,0,mobile,referral,Low
835231578.1774220000,0,1,0,0,desktop,cpc,Low
190392562.1774230000,0,1,0,0,desktop,(none),Low
695425386.1774230000,0,1,0,0,desktop,(none),Low
403340790.1774230000,0,1,0,0,desktop,(none),Low
1168337914.1774200000,0,3,0,0,mobile,organic,Low
852086723.1774240000,0,1,0,0,desktop,(none),Low
2073612268.1774300000,0,1,0,0,desktop,(none),Low
1641386477.1774300000,0,1,0,0,desktop,(none),Low
747064146.1774260000,0,1,0,0,desktop,(none),Low
1695805506.1774300000,0,1,0,0,desktop,(none),Low
452130200.1774260000,0,1,0,0,desktop,(none),Low
116524870.1774260000,0,1,0,0,desktop,(none),Low
1125863031.1774300000,0,1,0,0,desktop,(none),Low
1644585306.1774300000,0,1,0,0,desktop,(none),Low
1790023034.1774300000,0,1,1,0,desktop,(none),Low
1378473349.1774300000,0,2,0,0,mobile,organic,Low
1235165232.1774300000,0,1,0,0,desktop,(none),Low
989765037.1774280000,0,1,0,0,desktop,organic,Low
1835272729.1774300000,0,3,0,0,desktop,referral,Low
563824812.1774280000,0,1,0,0,desktop,organic,Low
185741060.1774290000,0,1,0,0,desktop,(none),Low
2005228681.1774300000,0,1,0,0,desktop,(none),Low
1461578352.1774300000,0,1,1,0,desktop,(none),Low
1189252243.1774300000,0,1,1,0,desktop,(none),Low
494665093.1774290000,0,6,2,0,desktop,organic,Medium
1334350770.1774300000,0,4,2,0,desktop,organic,Medium
328814516.1774290000,0,1,0,0,desktop,(none),Low
1921750138.1774300000,0,1,0,0,desktop,(none),Low
28310541.1774296000,0,1,1,0,desktop,(none),Low
1942158966.1774300000,0,1,0,0,desktop,(none),Low
1005438476.1774100000,0,9,1,0,mobile,(none),Medium
671907543.1774310000,0,1,0,0,desktop,(none),Low
1936815179.1774300000,0,1,0,0,desktop,(none),Low
614856198.1774240000,0,2,0,0,desktop,organic,Low
91866453.1774310000,0,1,0,0,desktop,(none),Low
1621488003.1774300000,0,1,0,0,desktop,(none),Low
1325645870.1774300000,0,1,0,0,desktop,(none),Low
1465197319.1774300000,0,1,0,0,desktop,organic,Low
101684878.1773550000,1,15,1,2,desktop,organic,High
2055159831.1774300000,0,1,0,0,desktop,(none),Low
81258031.1774325000,0,1,0,0,desktop,(none),Low
152947696.1774330000,0,1,0,0,desktop,(none),Low
299547501.1774330000,0,1,0,0,desktop,(none),Low
1681583847.1774300000,0,1,0,0,desktop,(none),Low
1198130788.1774300000,0,1,0,0,mobile,(none),Low
822507825.1774340000,0,1,0,0,desktop,referral,Low
894146385.1774340000,0,1,0,0,desktop,(none),Low
1208897676.1774300000,0,1,0,0,desktop,organic,Low
2040342165.1774300000,0,10,1,0,mobile,organic,Medium
1179017738.1774300000,0,1,0,0,desktop,(none),Low
269339175.1774350000,0,1,0,0,desktop,(none),Low
1946167099.1774400000,0,1,0,0,desktop,(none),Low
48712227.1774026000,1,17,4,3,desktop,(none),High
403082768.1774370000,0,1,0,0,desktop,(none),Low
155122780.1774380000,0,1,0,0,mobile,(none),Low
2048210438.1774400000,0,5,1,0,mobile,(none),Medium
1705090389.1774400000,0,1,0,0,desktop,(none),Low
1371000214.1774400000,0,1,0,0,desktop,(none),Low
907519956.1774410000,0,4,0,0,mobile,organic,Medium
21462903.1774431000,0,2,0,0,mobile,referral,Low
708303742.1774440000,0,1,0,0,desktop,(none),Low
1391947859.1774400000,0,2,1,0,desktop,organic,Low
1956429296.1774400000,0,1,0,0,mobile,organic,Low
481128854.1774450000,0,5,1,0,desktop,organic,Medium
181532605.1774450000,0,5,0,0,desktop,organic,Medium
1061564607.1774500000,0,1,0,0,desktop,referral,Low
1511010073.1774500000,0,2,0,0,mobile,organic,Low
1747352816.1774500000,0,1,0,0,desktop,(none),Low
1759586445.1774500000,0,1,0,0,desktop,referral,Low
1425665546.1774500000,0,2,0,0,mobile,organic,Low
729413883.1774480000,0,1,0,0,desktop,(none),Low
1896928425.1774500000,0,1,1,0,desktop,(none),Low
1834660764.1774500000,0,1,0,0,desktop,(none),Low
716623704.1774480000,0,1,0,0,desktop,referral,Low
961451370.1774490000,0,4,0,0,mobile,organic,Medium
988426894.1774500000,0,1,0,0,desktop,(none),Low
472914535.1774510000,0,1,0,0,desktop,(none),Low
1994530797.1774500000,0,4,0,0,desktop,(none),Medium
1819905102.1774500000,0,1,1,0,tablet,referral,Low
294463349.1774530000,0,1,0,0,desktop,(none),Low
740334517.1774530000,0,1,0,0,desktop,(none),Low
745743746.1760730000,0,12,3,1,desktop,(none),High
1619716881.1774500000,0,2,0,0,desktop,organic,Low
1780237249.1768300000,0,170,44,0,desktop,(none),High
1001529805.1774600000,0,1,0,0,desktop,organic,Low
338274312.1774550000,0,1,1,0,desktop,organic,Low
695918896.1774560000,0,2,0,0,desktop,organic,Low
1871814705.1774600000,0,1,0,0,desktop,organic,Low
1646181388.1774600000,0,1,0,0,desktop,(none),Low
1885163831.1774600000,0,1,0,0,desktop,(none),Low
2014563371.1774600000,0,1,0,0,desktop,organic,Low
670283755.1774570000,0,1,0,0,desktop,(none),Low
1884392866.1774600000,0,2,0,0,mobile,organic,Low
1761717815.1774600000,0,1,0,0,mobile,(none),Low
1500704775.1774600000,0,1,1,0,mobile,organic,Low
1464839261.1774600000,0,3,1,0,desktop,(none),Low
958324156.1774530000,0,17,3,0,desktop,organic,High
1774552374.1774600000,0,1,0,0,desktop,email,Low
1351379572.1774600000,0,1,0,0,desktop,(none),Low
2110961102.1774600000,0,1,0,0,desktop,(none),Low
87112720.1774630000,0,1,0,0,desktop,(none),Low
1001970246.1774600000,0,6,1,0,mobile,organic,Medium
2143883896.1774600000,0,2,0,0,desktop,organic,Low
1224422383.1774600000,0,1,0,0,desktop,(none),Low
463984217.1770240000,0,2,0,0,desktop,(none),Low
290957667.1774650000,0,5,0,0,desktop,organic,Medium
362780274.1764880000,0,2,0,0,desktop,(none),Low
350935383.1774660000,0,1,0,0,desktop,(none),Low
1604860628.1774700000,0,4,1,0,mobile,organic,Medium
887536888.1774680000,0,1,1,0,desktop,(none),Low
198444669.1774680000,0,1,0,0,desktop,(none),Low
142775470.1774470000,0,10,0,0,mobile,(none),Medium
969408453.1774690000,0,1,0,0,desktop,(none),Low
2109230505.1774700000,0,1,0,0,desktop,(none),Low
1044958280.1774700000,0,1,0,0,desktop,(none),Low
356544783.1774700000,0,1,0,0,desktop,(none),Low
1422617739.1774700000,0,1,0,0,desktop,(none),Low
1858366757.1774700000,0,1,0,0,desktop,(none),Low
886762152.1774710000,0,1,0,0,mobile,referral,Low
1520687566.1774700000,0,2,1,0,mobile,referral,Low
546526080.1774710000,0,1,0,0,desktop,(none),Low
1546220536.1774700000,0,1,1,0,desktop,(none),Low
70858114.1774717000,0,1,1,0,desktop,(none),Low
64168233.1774717000,0,1,0,0,desktop,(none),Low
1454482039.1774700000,0,1,1,0,desktop,(none),Low
1050123084.1774700000,0,1,0,0,desktop,(none),Low
715128313.1774720000,0,1,0,0,desktop,(none),Low
492960978.1774730000,0,1,0,0,desktop,(none),Low
1623318275.1774700000,0,1,0,0,desktop,(none),Low
1039778069.1774700000,0,1,0,0,desktop,(none),Low
446759555.1774740000,0,1,0,0,desktop,(none),Low
289267998.1774740000,0,3,0,0,mobile,organic,Low
2124544775.1774700000,0,1,0,0,desktop,(none),Low
860395748.1774750000,0,1,0,0,desktop,(none),Low
1109100049.1774800000,0,1,0,0,desktop,(none),Low
1060876323.1774800000,0,1,0,0,desktop,(none),Low
1644940106.1774800000,0,1,0,0,desktop,(none),Low
1448254155.1774800000,0,1,0,0,desktop,(none),Low
682753962.1774780000,0,7,3,1,mobile,organic,Medium
1998815386.1774800000,0,1,1,0,desktop,(none),Low
550482126.1774800000,0,1,0,0,desktop,(none),Low
1521050415.1774800000,0,10,6,0,mobile,organic,Medium
236027534.1774810000,0,3,3,0,desktop,organic,Low
1318422440.1774800000,0,1,0,0,desktop,organic,Low
941628356.1774830000,0,2,1,0,desktop,organic,Low
663173799.1774830000,0,1,1,1,desktop,(none),Low
2040075412.1774600000,0,2,0,0,desktop,organic,Low
909919078.1774840000,0,7,3,0,desktop,organic,Medium
1704336686.1774800000,0,1,0,0,desktop,(none),Low
313201010.1774840000,0,15,0,14,desktop,(none),High
1196671914.1774800000,0,18,0,17,desktop,(none),High
2106021245.1774800000,0,17,0,14,desktop,(none),High
1198197172.1774800000,0,16,0,14,desktop,(none),High
1271151179.1774800000,0,17,0,15,desktop,(none),High
1023853585.1774800000,0,15,0,12,desktop,(none),High
662456178.1774860000,0,1,1,0,desktop,referral,Low
1290202874.1774900000,0,1,0,0,desktop,(none),Low
585240363.1774880000,0,1,0,0,desktop,(none),Low
1688733637.1774900000,0,4,0,0,mobile,organic,Medium
577714622.1774900000,0,1,0,0,desktop,(none),Low
1817418261.1774900000,0,1,0,0,desktop,(none),Low
1866871592.1774900000,0,1,0,0,mobile,organic,Low
26075647.1774912000,0,1,0,0,desktop,(none),Low
1507113584.1774900000,0,1,0,0,desktop,(none),Low
126890094.1774910000,0,1,0,0,mobile,organic,Low
2014120161.1774900000,0,1,0,0,desktop,(none),Low
510319964.1774920000,0,5,0,0,desktop,organic,Medium
1267012653.1774900000,0,1,0,0,desktop,organic,Low
1364286453.1774800000,0,5,1,1,desktop,(none),Medium
1230234952.1774900000,0,1,0,0,desktop,(none),Low
1317329362.1774900000,0,1,0,0,desktop,(none),Low
502532772.1774940000,0,1,0,0,desktop,(none),Low
1620369889.1774900000,0,1,0,0,desktop,(none),Low
318751480.1774950000,0,1,0,0,desktop,(none),Low
1475642187.1774900000,0,1,0,0,desktop,referral,Low
765934052.1774950000,0,1,0,0,desktop,(none),Low
899803750.1774960000,0,1,0,0,desktop,(none),Low
61952435.1774959000,0,1,0,0,mobile,referral,Low
1060168867.1775000000,0,1,0,0,desktop,(none),Low
1660317638.1775000000,0,1,0,0,mobile,organic,Low
2042823727.1775000000,0,1,0,0,desktop,(none),Low
99005816.1774964000,0,1,0,0,desktop,(none),Low
1661691326.1775000000,0,4,0,0,mobile,(none),Medium
1596696229.1684300000,0,8,3,0,desktop,(none),Medium
425575866.1774970000,0,1,0,0,mobile,referral,Low
358431483.1774970000,0,1,0,0,desktop,(none),Low
206879143.1774970000,0,1,0,0,desktop,(none),Low
470185913.1774970000,0,2,0,0,desktop,organic,Low
495888262.1774980000,0,2,2,0,desktop,(none),Low
1431366570.1775000000,0,1,1,0,desktop,organic,Low
154705233.1774980000,0,1,0,0,desktop,(none),Low
1451137322.1775000000,0,2,1,0,desktop,organic,Low
1401225160.1775000000,0,1,0,0,desktop,referral,Low
152489017.1774990000,0,1,0,0,desktop,(none),Low
1994464318.1775000000,0,1,0,0,desktop,(none),Low
1102874341.1767700000,0,399,38,0,desktop,(none),High
1766097293.1775000000,0,1,0,0,desktop,cpc,Low
889927007.1775000000,0,1,1,0,desktop,(none),Low
1226297649.1775000000,0,1,0,0,desktop,(none),Low
1110884018.1775000000,0,1,0,0,desktop,(none),Low
198709275.1775040000,0,1,0,0,desktop,(none),Low
1821750575.1775000000,0,1,0,0,desktop,(none),Low
2088983736.1775100000,0,1,0,0,desktop,(none),Low
1450101014.1775100000,0,1,0,0,desktop,(none),Low
281815220.1775070000,0,1,1,0,mobile,(none),Low
1971043222.1775100000,0,1,0,0,mobile,referral,Low
125073298.1775080000,0,1,0,0,mobile,organic,Low
326754993.1775080000,0,1,1,0,desktop,organic,Low
256535128.1775080000,0,1,0,0,desktop,organic,Low
446734733.1775090000,0,1,0,0,desktop,organic,Low
970480422.1775100000,0,1,0,0,desktop,(none),Low
1569106287.1775100000,0,1,0,0,desktop,(none),Low
164632370.1775120000,0,2,0,0,mobile,organic,Low
344266562.1775130000,0,1,0,0,desktop,(none),Low
1825179389.1775100000,0,3,0,0,desktop,organic,Low
851216836.1775140000,0,1,0,0,desktop,(none),Low
943180908.1775160000,0,4,0,0,mobile,organic,Medium
235640298.1775160000,0,1,0,0,desktop,cpc,Low
1665184432.1775200000,0,1,0,0,desktop,(none),Low
1363921360.1775200000,0,1,0,0,desktop,referral,Low
652719299.1775180000,0,1,0,0,desktop,(none),Low
1017935575.1775200000,0,1,0,0,desktop,(none),Low
20881668.1775208000,0,1,0,0,mobile,organic,Low
1880200910.1775200000,0,1,0,0,desktop,(none),Low
1640027692.1775200000,0,1,0,0,desktop,(none),Low
898410465.1775240000,0,1,0,0,mobile,organic,Low
530000225.1775250000,0,18,0,16,desktop,(none),High
1372307522.1775300000,0,18,0,16,desktop,(none),High
1589688106.1775300000,0,19,0,17,desktop,(none),High
318706071.1775260000,0,1,0,0,desktop,(none),Low
742185117.1775270000,0,1,0,0,desktop,(none),Low
649681863.1775280000,0,1,0,0,desktop,(none),Low
1112922674.1775300000,0,1,0,0,desktop,(none),Low
789269307.1775280000,0,1,0,0,desktop,(none),Low
277190362.1775280000,0,1,0,0,desktop,(none),Low
2018902956.1775100000,0,2,0,0,mobile,organic,Low
1501803761.1775300000,0,19,3,0,desktop,(none),High
548812322.1775330000,0,0,0,0,desktop,(none),Low
1426570795.1775300000,0,1,0,0,desktop,(none),Low
183522800.1775350000,0,1,0,0,tablet,referral,Low
1515967214.1775400000,0,1,0,0,tablet,referral,Low
1451654503.1775400000,0,1,0,0,desktop,referral,Low
1540931338.1773900000,0,1,0,0,desktop,(none),Low
1345158641.1774600000,0,1,1,0,mobile,organic,Low
1350587561.1774700000,0,1,0,0,mobile,organic,Low
1136411215.1774400000,0,2,0,0,desktop,organic,Low
2049449778.1775200000,0,5,1,0,mobile,organic,Medium
2065599420.1774600000,0,1,0,0,desktop,referral,Low
1592182537.1774200000,0,1,1,0,desktop,(none),Low
1660267909.1774300000,0,1,0,0,tablet,organic,Low
1354679346.1775200000,0,1,0,0,desktop,(none),Low
842010860.1775130000,0,10,3,0,desktop,(none),Medium
1362828780.1774100000,0,6,0,0,mobile,organic,Medium
1716484743.1773900000,0,1,1,0,desktop,organic,Low
83318123.1774182000,0,2,0,0,mobile,organic,Low
1444826900.1774000000,0,1,0,0,mobile,organic,Low
1160177008.1773400000,0,4,0,0,mobile,organic,Medium
824499421.1774450000,0,5,4,0,desktop,organic,Medium
1062012674.1774900000,0,9,2,0,mobile,organic,Medium
1020742937.1774900000,0,1,0,0,desktop,organic,Low
2024693432.1773500000,0,6,1,1,mobile,organic,Medium
1510589218.1773900000,0,2,0,0,mobile,organic,Low
1462237723.1774000000,0,1,0,0,mobile,organic,Low
1540629029.1774400000,0,1,0,0,desktop,organic,Low
899007516.1774460000,0,24,8,0,desktop,organic,High
1424282600.1775200000,0,1,0,0,mobile,(none),Low
1654486093.1773200000,0,3,0,0,mobile,(none),Low
2039124859.1774400000,0,9,1,0,desktop,organic,Medium
1714402385.1774300000,0,3,0,0,desktop,organic,Low
1463485388.1774500000,0,3,0,0,mobile,organic,Low
588714669.1775060000,0,3,2,0,desktop,organic,Low
30713755.1775178000,0,1,0,0,desktop,organic,Low
770007612.1774550000,0,1,0,0,desktop,organic,Low
645856161.1774980000,0,1,0,0,desktop,organic,Low
1041396428.1774600000,0,10,4,0,desktop,organic,Medium
612664325.1773190000,0,1,0,0,mobile,referral,Low
1008986452.1773400000,0,1,0,0,desktop,referral,Low
1008773812.1773700000,0,1,0,0,mobile,referral,Low
1562678573.1773900000,0,1,0,0,desktop,referral,Low
1371501325.1774000000,0,1,0,0,mobile,referral,Low
520160300.1774070000,0,1,0,0,desktop,social,Low
1196955507.1774100000,0,1,0,0,mobile,referral,Low
326077658.1774300000,0,30,5,0,desktop,(none),High
2052936700.1774200000,0,7,2,0,desktop,organic,Medium
75233399.1774408000,0,1,1,0,desktop,(none),Low
1300779291.1774200000,0,2,0,0,mobile,organic,Low
1809975820.1774000000,0,4,1,0,desktop,(none),Medium
56259456.1774731000,0,1,0,0,desktop,(none),Low
1705876945.1773500000,0,5,2,0,desktop,(none),Medium
1931491447.1773900000,0,1,0,0,desktop,(none),Low
1267346263.1774000000,0,16,0,15,desktop,(none),High
1802720253.1774000000,0,20,0,18,desktop,(none),High
601573605.1773990000,0,6,0,5,desktop,(none),Medium
1595379068.1774000000,0,17,0,15,desktop,(none),High
340731649.1774110000,0,7,1,0,mobile,organic,Medium
1682682314.1774100000,0,5,0,3,desktop,(none),Medium
1661894830.1774100000,0,5,0,5,desktop,(none),Medium
469922676.1774150000,0,16,0,14,desktop,(none),High
594673340.1774150000,0,17,0,15,desktop,(none),High
264643855.1774150000,0,15,0,14,desktop,(none),High
1288974281.1774200000,0,18,0,17,desktop,(none),High
1380583426.1774200000,0,6,0,4,desktop,(none),Medium
1810357310.1774200000,0,4,0,3,desktop,(none),Medium
1707238524.1774300000,0,3,0,2,desktop,(none),Low
110318338.1774260000,0,4,0,4,desktop,(none),Medium
578542942.1774360000,0,1,0,0,desktop,(none),Low
404246004.1774370000,0,1,0,0,desktop,(none),Low
2024503289.1774500000,0,8,1,0,desktop,(none),Medium
463576040.1774620000,0,9,4,0,desktop,(none),Medium
2122004717.1774600000,0,4,0,0,mobile,(none),Medium
372224843.1774650000,0,5,0,3,desktop,(none),Medium
60928635.1774668000,0,2,0,1,desktop,(none),Low
2034032970.1774700000,0,5,0,3,desktop,(none),Medium
1355689357.1774800000,0,5,0,3,desktop,(none),Medium
883740478.1774920000,0,17,0,16,desktop,(none),High
1397614026.1774900000,0,18,0,17,desktop,(none),High
1848348981.1774900000,0,5,0,4,desktop,(none),Medium
453842442.1774920000,0,20,0,18,desktop,(none),High
130381050.1774930000,0,4,0,3,desktop,(none),Medium
570247023.1774990000,0,1,0,0,desktop,(none),Low
1210168975.1775000000,0,5,0,4,desktop,(none),Medium
1799429539.1775100000,0,5,0,3,desktop,(none),Medium
621071485.1775240000,0,11,4,0,mobile,organic,High
1018425300.1775300000,0,3,0,3,desktop,(none),Low
1336289322.1775300000,0,3,0,2,desktop,(none),Low
1494835888.1775300000,0,3,0,3,desktop,(none),Low
789774259.1775310000,0,5,0,2,desktop,(none),Medium
991252057.1773910000,0,1,0,0,mobile,(none),Low
507698600.1773950000,0,2,0,0,mobile,organic,Low
1740008495.1774600000,0,1,0,0,desktop,organic,Low
722358171.1774290000,0,4,2,0,desktop,(none),Medium
1522710968.1774300000,0,2,0,0,desktop,(none),Low
740889686.1774300000,0,8,3,0,desktop,(none),Medium
1604144980.1774500000,0,1,1,0,desktop,referral,Low
291789452.1774930000,0,2,0,0,desktop,(none),Low
548879336.1774520000,0,1,0,0,desktop,(none),Low
1046089025.1775000000,0,8,1,0,desktop,referral,Medium
1423127658.1774800000,0,1,1,0,desktop,organic,Low
174525581.1774190000,0,2,0,0,desktop,referral,Low
1664309066.1774200000,0,1,0,0,desktop,(none),Low
1546551894.1774000000,0,1,0,0,mobile,(none),Low
191265291.1774280000,0,6,1,0,desktop,organic,Medium
118775026.1774990000,0,1,0,0,desktop,organic,Low
1320222893.1773100000,0,3,2,0,desktop,(none),Low
1600397824.1773900000,0,20,5,0,desktop,organic,High
55332289.1773865000,0,29,7,0,desktop,cpc,High
51981840.1774299000,0,2,1,0,desktop,(none),Low
808218958.1765220000,0,2,0,0,desktop,(none),Low
1806413215.1775300000,0,4,0,0,mobile,organic,Medium
2012798915.1773600000,0,7,1,0,mobile,(none),Medium
1436099426.1774800000,1,8,3,2,desktop,(none),Medium
1244377816.1774600000,0,1,0,0,desktop,(none),Low
900292859.1775230000,1,7,1,2,desktop,(none),Medium
1348718114.1766500000,0,2,0,0,desktop,cpc,Low
32875976.1774549000,0,1,0,0,desktop,organic,Low
1665693987.1775200000,0,1,0,0,desktop,(none),Low
